award_id,recipient_name,recipient_city_name,recipient_state_name,current_total_value,potential_total_value_of_award,awarding_office_name,awarding_office_cat,naics_description,naics_cat,award_description
HSCEDM14P00102,"Environmental Quality, Texas Commission On",Austin,TX,1837,1837,Detention Management - Laguna,Detention Management,Sewage Treatment Facilities,Trade Services/Machinery/Manufacturing,IGF::CT::IGF
HSCEMS16P00035,"Environmental Quality, Texas Commission On",Austin,TX,1800,9000,Mission Support Washington,Mission Support,Sewage Treatment Facilities,Trade Services/Machinery/Manufacturing,IGF::CT::IGF State Fees Required to Maintain Water Permit for Operation of Waterplant at the Port Isabel Detention Center Base Year 9/1/16-8/31/17 With Four Option Years.
HSCETC15J00001,Envisage Technologies Corporation,Bloomington,IN,3014577.02,3014577.02,Mission Support Washington,Mission Support,Software Publishers,IT,IGF::OT::IGF Training Management Support System (TMSS)
70CIT018FR0000001,"Envisage Technologies, LLC",Bloomington,IN,1023568.8,1023568.8,Detention Compliance And Removals,Detention Compliance And Removals,Computer Systems Design Services,IT,Training Management Support System Licenses and Services
70CDCR18P00000056,"Envision Xpress, Inc.",Wichita,KS,25426.56,25426.56,Detention Compliance And Removals,Detention Compliance And Removals,Plastics Bag Manufacturing,Trade Services/Machinery/Manufacturing,Trash Bags for PIDC
HSCEDM17P00102,"Envision, Inc.",Wichita,KS,23686.8,23686.8,Detention Compliance And Removals,Detention Compliance And Removals,All Other Plastics Product Manufacturing,Trade Services/Machinery/Manufacturing,IGF::OT::IGF Trash Bags for Florence Detention Center
70CDCR18P00000066,"Envision, Inc.",Wichita,KS,19411,19411,Detention Compliance And Removals,Detention Compliance And Removals,Plastics Bag Manufacturing,Trade Services/Machinery/Manufacturing,Trash Bags for Epc
HSCEMS15F00078,Ernst & Young LLP,Washington,DC,6108699.29,6108699.29,Mission Support Washington,Mission Support,Offices Of Certified Public Accountants,Financial Services,IGF::CL::IFG ICE Data Management: Cleansing&Extraction Support Services for Ocfo-Ofm
70CMSD18P00000045,Ernst & Young LLP,Washington,DC,98000,98000,Mission Support Dallas,Mission Support,Professional And Management Development Training,"Education, Research And Professional Development",IGF::OT::IGF Leadership Training
HSCEMS14F00076,Ernst And Young LLP,Washington,DC,2233021,2233021,Mission Support Orlando,Mission Support,Offices Of Certified Public Accountants,Financial Services,IGF::CL::IFG ICE Data Management Planning and Support for Financial Systems Modernization
HSCEMS16F00057,Ernst And Young LLP,Washington,DC,3902118.42,6059478.42,Mission Support Washington,Mission Support,Offices Of Certified Public Accountants,Financial Services,"IGF::OT::IGF Accounting, Program Management, Budgeting&Financial Support Services"
HSCEMD17P00069,"Escal Institute Of Advanced Technologies, Inc., The",Bethesda,MD,673080,673080,Mission Support Dallas,Mission Support,Computer Training,IT,Sans Computer Training Vouchers
70CMSD18FC0000008,ESCgov,Mc Lean,VA,5765.68,5765.68,Mission Support Dallas,Mission Support,Office Machinery And Equipment Rental And Leasing,Office Supplies And Services,Software License Subscription and Support
70CTD018FC0000018,ESCgov,Mc Lean,VA,37486.4,37486.4,Mission Support Washington,Mission Support,Office Machinery And Equipment Rental And Leasing,Office Supplies And Services,IGF::OT::IGF IBM Websphere Application
70CTD018FC0000020,ESCgov,Mc Lean,VA,27954.6,27954.6,Mission Support Washington,Mission Support,Office Machinery And Equipment Rental And Leasing,Office Supplies And Services,Service Contract Extension (IBM I2 Analyst's Notebook) Pop (4/1/2018-3/31/2019)
70CTD018FC0000074,ESCgov,Mc Lean,VA,1148309.53,1148309.53,Information Technology Division,Information Technology,Office Machinery And Equipment Rental And Leasing,Office Supplies And Services,Amb14463 - IBM Maintenance Renewal From DHS BPA Hshqdc-11-A-00040 Pop: 4/1/2018 - 3/31/2019
HSCETE15J00012,ESCgov,Mc Lean,VA,1451286.1,1813234.1,Information Technology Division,Information Technology,Office Machinery And Equipment Rental And Leasing,Office Supplies And Services,IBM Cognos Business Intelligence (BI) User Per Processor Value Unit (PVU) Licenses + Sw Subsription&Support
HSCEMS17F00008,Evacusled Inc,Toronto,,8392,8392,Mission Support Washington,Mission Support,Other Apparel Accessories And Other Apparel Manufacturing,Apparel/Luggage/Leather Goods,Pcn's Evacuation Chairs
HSCEMD17P00117,"Ewa Government Systems, Inc.",Herndon,VA,243000,243000,Mission Support Dallas,Mission Support,Other Communications Equipment Manufacturing,Av And Telecom,Vacuum Sealers
70CTD018FR0000026,"Executive Information Systems,",Bethesda,MD,17235,17235,Information Technology Division,Information Technology,Electronic Computer Manufacturing,IT,Sas Analytics Pro Software for 2 Odpp Users Includes Software and Access
70CTD018FR0000120,"Executive Information Systems, LLC",Bethesda,MD,30524,66281,Information Technology Division,Information Technology,Other Computer Related Services,IT,"For Ihsc, to Procure Five (5) New Sas Institute Analytics Pro 9.3 Software Licenses."
70CDCR18P00000108,Executive Office Of The State Of North Carolina,Raleigh,NC,100,100,Detention Compliance And Removals,Detention Compliance And Removals,"Data Processing, Hosting, And Related Services",IT,Nc Traffic Database Access
HSCEMR16F00005,Express Alliance Courier,Signal Hill,CA,57600,96000,Mission Support Orlando,Mission Support,Local Messengers And Local Delivery,Office Supplies And Services,Courier Services San Diego Ca
HSCEMD17F00066,Exxact Corporation,Fremont,CA,211033.05,211033.05,Mission Support Dallas,Mission Support,Electronic Computer Manufacturing,IT,Supply of Server Cluster
HSCEMD17F00163,Exxact Corporation,Fremont,CA,5174.28,5174.28,Mission Support Dallas,Mission Support,Electronic Computer Manufacturing,IT,Server Hardware
HSCEMD17P00037,Family First 5 Inc.,Buffalo,NY,16321,42447.39,Mission Support Dallas,Mission Support,Couriers And Express Delivery Services,Office Supplies And Services,IGF::CT::IGF Courier Services for Buffalo New York
HSCEMD17F00220,"Farber Specialty Vehicles, Inc",Reynoldsburg,OH,590686,590686,Mission Support Dallas,Mission Support,"Military Armored Vehicle, Tank, And Tank Component Manufacturing",Munitions And Armor,Tactical Vehicles
HSCEMD11J00035,Fax Plus Incorporated,Arlington,VA,12560.74,25192.54,Detention Compliance And Removals,Detention Compliance And Removals,Office Equipment Merchant Wholesalers,Office Supplies And Services,Copier Lease
HSCEMS11J00084,Fax Plus Incorporated,Arlington,VA,36785.1,58902.9,Mission Support Orlando,Mission Support,Office Equipment Merchant Wholesalers,Office Supplies And Services,60 Month Color Copier Lease
HSCEMS12J00071,Fax Plus Incorporated,Arlington,VA,53789.65,53789.65,Mission Support Orlando,Mission Support,Office Equipment Merchant Wholesalers,Office Supplies And Services,Lease Copier
70CIT018A00000001,FCN,Rockville,MD,,85000000,Detention Compliance And Removals,Detention Compliance And Removals,Computer Systems Design Services,IT,IT Computers
70CMSD18FC0000009,FCN,Rockville,MD,9569.28,9569.28,Mission Support Dallas,Mission Support,Computer Systems Design Services,IT,Laptops and Accessories
70CMSD18FC0000010,FCN,Rockville,MD,10411.95,10411.95,Mission Support Dallas,Mission Support,Computer Systems Design Services,IT,Laptops and Accessories
70CMSD18FC0000017,FCN,Rockville,MD,240492.4,240492.4,Mission Support Dallas,Mission Support,Computer Systems Design Services,IT,Computers
70CMSD18FC0000018,FCN,Rockville,MD,10753.95,10753.95,Mission Support Dallas,Mission Support,Computer Systems Design Services,IT,HP 705 G3 Standard Desktop Computers
70CMSD18FC0000019,FCN,Rockville,MD,3565.92,3565.92,Mission Support Dallas,Mission Support,Computer Systems Design Services,IT,Laptops
70CMSD18FC0000020,FCN,Rockville,MD,6156.95,6156.95,Mission Support Dallas,Mission Support,Computer Systems Design Services,IT,Laptops&Accessories
70CMSD18FC0000021,FCN,Rockville,MD,9310.26,9310.26,Mission Support Dallas,Mission Support,Computer Systems Design Services,IT,Laptop Computer
70CMSD18FC0000022,FCN,Rockville,MD,4856.48,4856.48,Mission Support Dallas,Mission Support,Computer Systems Design Services,IT,Laptops and Accessories
70CMSD18FC0000023,FCN,Rockville,MD,5348.88,5348.88,Mission Support Dallas,Mission Support,Computer Systems Design Services,IT,Laptops and Accessories
70CMSD18FC0000024,FCN,Rockville,MD,4442.76,4442.76,Mission Support Dallas,Mission Support,Computer Systems Design Services,IT,IGF::OT::IGF Computer
70CMSD18FC0000025,FCN,Rockville,MD,5815.14,5815.14,Mission Support Dallas,Mission Support,Computer Systems Design Services,IT,HP Elite X2 1012 G2 Tablet
70CMSD18FC0000026,FCN,Rockville,MD,4664.2,4664.2,Mission Support Dallas,Mission Support,Computer Systems Design Services,IT,"Purchase of Four Desktops With High Performance Mechinism for the Prisoner Processing Room. Due to Specific Software, Current HP Standard Desktop Cannot Perform in Reasonable Amount of Time, Taking 45 Minutes to Log Onto Necessary Systems."
70CMSD18FC0000028,FCN,Rockville,MD,20318.88,20318.88,Mission Support Dallas,Mission Support,Computer Systems Design Services,IT,Standard Laptops and Accessories
70CMSD18FC0000029,FCN,Rockville,MD,32777.7,32777.7,Mission Support Dallas,Mission Support,Computer Systems Design Services,IT,Tablets
70CMSD18FC0000030,FCN,Rockville,MD,8914.8,8914.8,Mission Support Dallas,Mission Support,Computer Systems Design Services,IT,Laptops
70CMSD18FC0000031,FCN,Rockville,MD,5279.85,5279.85,Mission Support Dallas,Mission Support,Computer Systems Design Services,IT,Tablets
70CMSD18FC0000032,FCN,Rockville,MD,6569.34,6569.34,Mission Support Dallas,Mission Support,Computer Systems Design Services,IT,Tablets and Laptops
70CMSD18FC0000033,FCN,Rockville,MD,16105.28,16105.28,Mission Support Dallas,Mission Support,Computer Systems Design Services,IT,Laptops
70CMSD18FC0000034,FCN,Rockville,MD,10086.37,10086.37,Mission Support Dallas,Mission Support,Computer Systems Design Services,IT,Purchase of 7 HP Elitebook 850 G4 Laptops
70CMSD18FC0000035,FCN,Rockville,MD,3876.76,3876.76,Mission Support Dallas,Mission Support,Computer Systems Design Services,IT,Laptop Computers
70CMSD18FC0000036,FCN,Rockville,MD,4577.48,4577.48,Mission Support Dallas,Mission Support,Computer Systems Design Services,IT,Standard Laptops and Accessories
70CMSD18FC0000037,FCN,Rockville,MD,5205.41,5205.41,Mission Support Dallas,Mission Support,Computer Systems Design Services,IT,"Desktop Workstation and 24"" Monitors"
70CMSD18FC0000038,FCN,Rockville,MD,4322.73,4322.73,Mission Support Dallas,Mission Support,Computer Systems Design Services,IT,HP Elitebook Notebook Pc
70CMSD18FC0000039,FCN,Rockville,MD,23855.37,23855.37,Mission Support Dallas,Mission Support,Computer Systems Design Services,IT,Purchase Office Equipment to Support International Operations Staff
70CMSD18FC0000040,FCN,Rockville,MD,9691.9,9691.9,Mission Support Dallas,Mission Support,Computer Systems Design Services,IT,Computers
70CMSD18FC0000043,FCN,Rockville,MD,4473.28,4473.28,Mission Support Dallas,Mission Support,Computer Systems Design Services,IT,Laptops
70CTD018A00000003,FCN,Rockville,MD,,85000000,Mission Support Washington,Mission Support,Computer Systems Design Services,IT,IGF::OT::IGF Computer
70CTD018FC0000013,FCN,Rockville,MD,32925,32925,Mission Support Washington,Mission Support,Computer Systems Design Services,IT,IGF::OT::IGF Computer
70CTD018FC0000017,FCN,Rockville,MD,12210,12210,Mission Support Washington,Mission Support,Computer Systems Design Services,IT,IGF::OT::IGF Fcn BPA Call
70CTD018FC0000019,FCN,Rockville,MD,9302.56,9302.56,Mission Support Washington,Mission Support,Computer Systems Design Services,IT,IGF::OT::IGF IT Computers
70CTD018FC0000024,FCN,Rockville,MD,3399.48,3399.48,Mission Support Washington,Mission Support,Computer Systems Design Services,IT,IGF::OT::IGF Computer
70CTD018FC0000027,FCN,Rockville,MD,7725.68,7725.68,Mission Support Washington,Mission Support,Computer Systems Design Services,IT,IGF::OT::IGF Computer
70CTD018FC0000029,FCN,Rockville,MD,33529.1,33529.1,Mission Support Washington,Mission Support,Computer Systems Design Services,IT,"Amb14689- High-Performance Laptops for Ero Software Engineers, Contract Tbd"
70CTD018FC0000030,FCN,Rockville,MD,4106.62,4106.62,Mission Support Washington,Mission Support,Computer Systems Design Services,IT,IGF::OT::IGF Computer
70CTD018FC0000031,FCN,Rockville,MD,14392.32,14392.32,Mission Support Washington,Mission Support,Computer Systems Design Services,IT,IGF::OT::IGF Computer
70CTD018FC0000033,FCN,Rockville,MD,15328.48,15328.48,Mission Support Washington,Mission Support,Computer Systems Design Services,IT,IGF::OT::IGF Computer
70CTD018FC0000036,FCN,Rockville,MD,141.53,141.53,Mission Support Washington,Mission Support,Computer Systems Design Services,IT,IGF::OT::IGF Computer
70CTD018FC0000037,FCN,Rockville,MD,23074.88,23074.88,Mission Support Washington,Mission Support,Computer Systems Design Services,IT,"Replacing Old Laptops and Old Desktops With 25 Laptops and Security Locks, Adding 1 New Tablet W/ One Aes Pen"
70CTD018FC0000040,FCN,Rockville,MD,7942.52,7942.52,Information Technology Division,Information Technology,Computer Systems Design Services,IT,IGF::OT::IGF Computer
70CTD018FC0000043,FCN,Rockville,MD,21842.66,21842.66,Information Technology Division,Information Technology,Computer Systems Design Services,IT,IGF::OT::IGF Computer
70CTD018FC0000044,FCN,Rockville,MD,10256.95,10256.95,Information Technology Division,Information Technology,Computer Systems Design Services,IT,IGF::OT::IGF Computer
70CTD018FC0000045,FCN,Rockville,MD,25120.67,25120.67,Information Technology Division,Information Technology,Computer Systems Design Services,IT,IGF::OT::IGF Computer
